V,Libelle GEN,Libelle ROME,Code ROME,score
Oui,Responsable marketing digital,Responsable des relations publiques digitales,E1103,100
Non,Directeur de projet,Directeur / Directrice artistique web,E1104,0
Non,Animateur 3D,Animateur / Animatrice d'espace public numérique,G1202,0
Non,Chargé de communication web,Concepteur / Conceptrice de jeux web online,E1104,0
Oui,Expert Sécurité IT,Ingénieur / Ingénieure sécurité web,M1802,100
Non,Technicien d'exploitation,Technicien / Technicienne d'études cliniques,H1210,0
Non,Technicien en télécommunication,Technicien / Technicienne support de proximité en informatique,I1401,0
Non,Responsable sécurité des systèmes d'information,Auditeur / Auditrice en sécurité des systèmes d'information,M1802,0
Oui,Responsable sécurité des systèmes d'information,Expert / Experte en sécurité des systèmes d'information,M1802,100
Non,Responsable sécurité des systèmes d'information,Expert / Experte en tests d'intrusion - sécurité des systèmes d'information,M1802,0
Non,Responsable sécurité des systèmes d'information,Post auditeur / Post auditrice en sécurité des systèmes d'information,M1802,0
Non,Expert en technologie de l’information,Spécialiste en gestion de crise cyber,M1810,0
Oui,Chargé de communication web,Chargé / Chargée de communication on line,E1103,100
Non,Responsable CRM,Responsable éditorial / éditoriale on line,E1106,0
Non,Responsable CRM,Responsable éditorial / éditoriale web,E1106,0
Non,Gestionnaire de base de données,Assistant / Assistante de rédaction,E1106,0
Non,Chef de projet web,Chef de publicité online,E1401,0
Non,Administrateur réseau,Opérateur / Opératrice d'entretien et de surveillance du réseau routier,I1202,0
Non,Développeur Web,Web designer,E1205,0
Non,Développeur Web,Infographiste web master,E1205,0
Non,Expert systèmes et réseaux,Électricien / Électricienne lignes et réseaux,F1605,0
Non,Expert systèmes et réseaux,Monteur / Monteuse réseaux,F1605,0
Non,Médiateur numérique,Médiateur / Médiatrice adulte relais,K1204,0
Non,Médiateur numérique,Médiateur / Médiatrice de ville,K1204,0
Non,Product Owner,Agent / Agente de fabrication de production alimentaire,H2102,0
Non,Product Owner,Chef de ligne de production en industrie alimentaire,H2102,0
Non,Product Owner,Agent / Agente de production/fabrication en industrie alimentaire,H2102,0
Non,Technicien système et réseau,Consultant / Consultante en système d'information,M1806,0
Non,Technicien système et réseau,Consultant / Consultante réseaux informatiques,M1806,0
Non,Administrateur système et réseau,Opérateur / Opératrice d'entretien et de surveillance du réseau routier,I1202,0
Non,Administrateur système et réseau,Consultant / Consultante en système d'information,M1806,0
Non,Administrateur système et réseau,Consultant / Consultante réseaux informatiques,M1806,0
Non,Expert SEO,Agent / Agente de transit export,N1202,0
Non,Expert SEO,Coordinateur / Coordinatrice transit -import/export-,N1202,0
Non,Technicien data,Technicien exploitant / Technicienne exploitante navires,N3201,0
Non,Coordinateur de projet,Coordinateur / Coordinatrice BIM,F1106,0
Non,Coordinateur de projet,Assistant / Assistante chef de projet,M1605,0
Non,Coordinateur de projet,Chef de projet BTP,F1106,0
Non,Chef de projet digital,Chef de projet BTP,F1106,0
Non,Chef de projet digital,Assistant administratif / Assistante administrative de projet,M1605,0
Non,Délégué à la protection des données (DPD),Agent chargé / Agente chargée de protection et de sauvegarde du patrimoine naturel,A1204,0
Non,Chef de projet technique,Chef de projet BTP,F1106,0
Non,Chef de projet technique,Assistant administratif / Assistante administrative de projet,M1605,0
Non,Technicien réseau,Technicien / Technicienne shipplanner,N3201,0
Non,Technicien réseau,Technicien exploitant / Technicienne exploitante navires,N3201,0
Non,Chef de projet agile,Assistant administratif / Assistante administrative de projet,M1605,0
Non,Administrateur Système d'information,Urbaniste des systèmes d'information,M1806,0
Non,Développeur Mobile,Négociateur / Négociatrice de sites télécoms en téléphonie mobile,M1804,0
Non,Ingenieur systèmes,Responsable des systèmes d'information,M1803,0
Non,Ingenieur systèmes,Directeur / Directrice des systèmes d'information,M1803,0
Non,Product Manager,Ingénieur / Ingénieure - conseil en management,M1402,0
Non,Gestionnaire de base de données,Guichetier / Guichetière de banque,C1201,0
Non,Technicien base de données,Canneur / Canneuse de chaises,B1401,0
Non,Technicien base de données,Dactylographe de séances,M1606,0
Non,Technicien base de données,Moniteur / Monitrice de saisie,M1606,0
Non,Content manager,Consultant / Consultante en management,M1402,0
Non,Content manager,Consultant / Consultante en organisation et management,M1402,0
Non,Chargé de production vidéos,Web designer,E1205,0
Non,Chargé de production vidéos,Détecteur / Détectrice son,L1507,0
Non,Ingénieur en Machine Learning,Mécanicien / Mécanicienne en fourrure,B1803,0
Non,Ingénieur en Machine Learning,Chargé / Chargée de voyages en entreprise,M1605,0
Non,Chef de projet e-commerce,Étalagiste en prêt-à-porter,B1301,0
Non,Analyste cybersécurité,Data analyst,M1403,0
Non,Analyste cybersécurité,Analyste en intelligence économique,M1403,0
Non,Testeur,Testeur / Testeuse de produits de consommation,M1401,0
Non,Technicien cloud,Technicien / Technicienne shipplanner,N3201,0
Non,Technicien cloud,Technicien exploitant / Technicienne exploitante navires,N3201,0
Non,Technicien cloud,Technicien planificateur / Technicienne planificatrice manutention portuaire,N3201,0
Oui,Réalisateur de jeux vidéos,Directeur / Directrice de création - jeux vidéo,E1104,100
Oui,Réalisateur de jeux vidéos,Level designer - jeux vidéo,E1104,100
Non,"Spécialiste systèmes, réseaux et sécurité",Spécialiste en gestion de crise cyber,M1810,0
Non,"Spécialiste systèmes, réseaux et sécurité",Monteur / Monteuse réseaux,F1605,0
Non,"Spécialiste systèmes, réseaux et sécurité",Électricien / Électricienne réseaux,F1605,0
Non,Chargé de marketing digital,Chargé / Chargée d'affaires marketing,M1705,0
Non,Chargé de projet Data,Ingénieur / Ingénieure pilotage de projets d'affaires industriels,H1102,0
Non,Chargé de projet Data,Ingénieur / Ingénieure de projet d'affaires en industrie,H1102,0
Non,Responsable Sécurité de l'information,Responsable prévision des ventes,M1403,0
Oui,Responsable Sécurité de l'information,Responsable de veille stratégique,M1403,100
Non,Community manager,Consultant / Consultante en organisation et management,M1402,0
Non,Technicien de déploiement de fibre optique,Technicien / Technicienne shipplanner,N3201,0
Non,Technicien de déploiement de fibre optique,Technicien exploitant / Technicienne exploitante navires,N3201,0
Non,Technicien de déploiement de fibre optique,Technicien planificateur / Technicienne planificatrice manutention portuaire,N3201,0
Non,Ingénieur logiciel en robotique,Ingénieur / Ingénieure d'exploitation informatique,M1810,0
Non,Ingénieur logiciel en robotique,Ingénieur / Ingénieure de production informatique,M1810,0
Non,Pen testeur,Chef de centre de détention pénitentiaire,K1403,0
Non,Pen testeur,Chef d'établissement pénitentiaire,K1403,0
Non,Directeur de projet,Assistant / Assistante chef de projet,M1605,0
Non,Directeur de projet,Assistant administratif / Assistante administrative de projet,M1605,0
Non,Responsable CRM,Responsable de transport de personnes,N4202,0
Non,Responsable CRM,Responsable de centre de transport de personnes,N4202,0
Non,Responsable CRM,Responsable de station de transport de personnes,N4202,0
Non,Couteau suisse du numérique,Régleur / Régleuse sur commande numérique,H2912,0
Non,Couteau suisse du numérique,Tourneur / Tourneuse sur Commande Numérique -CN-,H2903,0
Non,Responsable sécurité des systèmes d'information,Exploitant / Exploitante système d'information et de communication aux armées,M1807,0
Non,Chef de projet web,Assistant / Assistante chef de projet,M1605,0
Non,Chef de projet web,Assistant administratif / Assistante administrative de projet,M1605,0
Non,Data Architect,Commis / Commise d'architecte,F1104,0
Non,Data Architect,Architecte réseaux de télécoms,M1804,0
Non,Expert en technologie de l’information,Guetteur / Guetteuse de la flotte,M1807,0
Non,Expert en technologie de l’information,Chargé / Chargée de l'exécution de la dépense publique,K1504,0
Non,Expert en technologie de l’information,Intercepteur traducteur / Interceptrice traductrice de langues aux armées,M1807,0
Non,Security Architect,Architecte réseaux de télécoms,M1804,0
Non,Fablab manager,Consultant / Consultante en management,M1402,0
Non,Traffic manager,Consultant / Consultante en management,M1402,0
Non,Traffic manager,Ingénieur / Ingénieure - conseil en management,M1402,0
Non,Traffic manager,Consultant / Consultante en organisation et management,M1402,0
Non,Analyste SOC,Éducateur socioéducatif / Éducatrice socioéducative,K1207,0
Non,Analyste SOC,Élève éducateur socioéducatif / éducatrice socioéducative,K1207,0
Non,UX Designer,Designer / Designeuse maquettiste,H1204,0
Non,Technicien blockchain,Technicien / Technicienne shipplanner,N3201,0
Non,Technicien blockchain,Technicien exploitant / Technicienne exploitante navires,N3201,0
Non,Technicien blockchain,Technicien planificateur / Technicienne planificatrice manutention portuaire,N3201,0
Non,Architecte base de données,Dactylographe de séances,M1606,0
Non,Architecte base de données,Moniteur / Monitrice de saisie,M1606,0
Non,Data Analyst,Data miner,M1403,0
Non,Architecte Cloud,Architecte réseaux de télécoms,M1804,0
Non,Architecte Cloud,Ingénieur / Ingénieure en architecture télécoms,M1804,0
Non,Forgeur numérique,Régleur / Régleuse sur commande numérique,H2912,0
Non,Forgeur numérique,Tourneur / Tourneuse sur Commande Numérique -CN-,H2903,0
Non,Forgeur numérique,Opérateur / Opératrice sur Commande Numérique -CN-,H2903,0
Non,Technicien cybersécurité,Technicien / Technicienne shipplanner,N3201,0
Non,Intégrateur web,Intégrateur / Intégratrice multimédia,E1205,0
Non,Intégrateur web,Intégrateur / Intégratrice graphiste,E1205,0
Non,Journaliste web,Web designer,E1205,0
Non,Journaliste web,Designer web mobile,E1205,0
Non,Journaliste web,Infographiste web master,E1205,0
Non,Technicien d'exploitation,Assistant / Assistante d'exploitation transport maritime,N3201,0
Non,Technicien d'exploitation,Responsable d'exploitation de terminal portuaire,N3201,0
Non,Technicien d'exploitation,Responsable d'exploitation messagerie,N4201,0
Oui,Chef de projet systèmes d'information,Responsable des systèmes d'information,M1803,100
Oui,Chef de projet systèmes d'information,Directeur / Directrice des systèmes d'information,M1803,100
Non,Chef de projet systèmes d'information,Technicien / Technicienne des systèmes d'information et de télécommunications,M1807,0
Non,Spécialiste test et validation,Testeur / Testeuse de produits de consommation,M1401,0
Non,Spécialiste test et validation,Évaluateur testeur sensoriel / Évaluatrice testeuse sensorielle,H1505,0
Non,Spécialiste test et validation,Technicien / Technicienne en mesures physiques et essais,H1210,0
Non,Technicien helpdesk,Technicien / Technicienne shipplanner,N3201,0
Non,Technicien helpdesk,Technicien planificateur / Technicienne planificatrice manutention portuaire,N3201,0
Non,Gestionnaire de parc micro-informatique,Adjoint / Adjointe d'exploitation informatique,M1810,0
Non,Gestionnaire de base de données,Administrateur / Administratrice bases de données géographiques,M1808,0
Non,Architecte base de données,Administrateur / Administratrice bases de données géographiques,M1808,0
Non,Architecte base de données,Administrateur / Administratrice de compagnie de théâtre,L1302,0
Non,Technicien base de données,Administrateur / Administratrice de compagnie de théâtre,L1302,0
Non,Administrateur système et réseau,Administrateur / Administratrice de serveurs,M1801,0
Non,Gestionnaire de base de données,Administrateur / Administratrice de serveurs,M1801,0
Non,Architecte base de données,Administrateur / Administratrice de serveurs,M1801,0
Oui,Webmaster,Administrateur / Administratrice de site internet,M1801,100
Oui,Webmaster,Administrateur / Administratrice de site Web,M1801,100
Non,Chef de projet web,Administrateur / Administratrice de site Web,M1801,0
Non,Intégrateur web,Administrateur / Administratrice de site Web,M1801,0
